lyrics,release_date,release_date_for_display,full_title,featured_video,header_image_thumbnail_url,header_image_url,lyrics_state,song_art_image_thumbnail_url,song_art_image_url,title,title_with_featured,featured_artists,artist_name,artist_id
"Yeah, whoa

Gunfire left a hole in the tank, losing gasoline
Fire is on my trail and he's after me
Hope it don't get here before I get where I'm goin'
I gotta get where I'm goin'
Take off my mask to breathe
You could've been a part of a masterpiece
Fluid in the brakes was the last to leak
That's the thing

Where I'm goin', I don't need my brakes (Brakes)
Can't wait to see your face
When your front windows break
And I come crashing through

The lovers needa clear the road
Oh, oh
'Cause this thing is ready to blow
Oh, oh
I just wanna set you on fire
So I won't have to burn alone
Then you
Then you'll know where I'm comin' from
Fire bomb
Fire bomb

Seems cold, but baby, no, it doesn't have to be
Microwaving our metal tragedy
Watching it burn and it's beautiful and it's blue
And it's pitiful and it's through, it's the other half of me
I didn't do it, you lit the match for me
Now we're flying from the blast, baby
That's the thing

Where we're going, we don't need no brakes (Brakes)
Can't wait to see your face
When your front windows break
And I come crashing through

The lovers needa clear the road
Oh, oh
'Cause this thing is ready to blow
Oh, oh
I just wanna set you on fire
So I won't have to burn alone
Then you
Then you'll know where I'm coming from
Fire bomb
Fire bomb

Baby, we were killin' 'em
They couldn't handle the millionth degree
We were criminals
As we were burning, the world called the police
Fire department, ambulance
You can call me crazy
'Cause I believe the only move for me and you is to go out blazing

The lovers needa clear the road
Oh, oh
'Cause this thing is ready to blow
Oh, oh

I just wanna set you on fire
So I won't have to burn alone
Then you
Then you'll know where I'm coming from
Fire bomb
Oh, oh, oh
Fire bomb",2009-11-20,"November 20, 2009",Fire Bomb by Rihanna,False,https://images.genius.com/879ef8ab5f99fb7a7331624bca8cd1d6.300x300x1.jpg,https://images.genius.com/879ef8ab5f99fb7a7331624bca8cd1d6.1000x1000x1.jpg,complete,https://images.genius.com/879ef8ab5f99fb7a7331624bca8cd1d6.300x300x1.jpg,https://images.genius.com/879ef8ab5f99fb7a7331624bca8cd1d6.1000x1000x1.jpg,Fire Bomb,Fire Bomb,[],Rihanna,89
"You say you love me, but they feel like words to me
Well, this just ain't working
Stop thinking you can run over me
Drifting, settling off to a foreign place
If I can't see what's in front of me, it's a mystery
Well, then apparently...

Things just ain't the same
And I'm ready for change
Go on, be gone
Bye bye, so long

Can't you see that you're fading?
Fading, fading, fa-a-ading away, away, away, away
I opened up my eyes
And I finally realized today, today, it's too late
You're fading away

Put a sock in it
Just stop running your mouth
Got my mind made up
I ain't coming back again
No way, no way, no way, no way
'Cause I'm so fed up
Boy, you got me messed up, if we hooking back up
Don't press your luck today, today
I'm blowing you away, yeah yeah

Things just ain't the same
And I'm ready for change
Go on, be gone
Ta-ta, so long

Can't you see that you're fading?
Fading, fading, fa-a-ading away, away, away, away
I opened up my eyes
And I finally realized today, today, it's too late
You're fading away

Saw you turn into a ghost right in front of my eyes
Tell me what's a girl to do when she's crying inside?
I'm about to go insane
I'm jumping off this train
Whether wrong or right, I'll be gone by night

Can't you see that you're fading?
Fading, fading, fa-a-ading away, away, away, away
I opened up my eyes
And I finally realized today, today, it's too late
You're fading away",2010-11-12,"November 12, 2010",Fading by Rihanna,False,https://images.genius.com/d64b1aa30550c50537d92ad50311e0a1.300x300x1.jpg,https://images.genius.com/d64b1aa30550c50537d92ad50311e0a1.1000x1000x1.jpg,complete,https://images.genius.com/d64b1aa30550c50537d92ad50311e0a1.300x300x1.jpg,https://images.genius.com/d64b1aa30550c50537d92ad50311e0a1.1000x1000x1.jpg,Fading,Fading,[],Rihanna,89
"We all, we all, we all, we all, we all
We all, we all, we all, we all, we all

I can pretend that I'm not lonely
But I'll be constantly fooling myself
I can pretend that it don't matter
But I'll be sitting here lying to myself
Some say love ain't worth the buck
But I'll give every dime I have left
To have what I've only been dreaming about

Everybody wants something, gotta want something
What are you living for?
Everybody needs something, fighting for something
I know what you're fighting for, 'cause we all...

We all want someone there to hold
We just want somebody
We all wanna be somebody's one and only
We all wanna be warm when it’s cold
Yeah, yeah, yeah
No one wants to be left scared and lonely

We all, we all, we all, we all, we all
We all want the same thing
We all, we all, we all, we all, we all
We all want the same thing
We all, we all, we all, we all, we all
We all want the same thing
Everybody wants something, gotta want something
Yeah, yeah, we all want love

I'm able to close my eyes, yet my heart's not so blind
I feel so entitled, love owes me, I want what's mine
And some say love ain't worth the buck
But I'll give my last dime
To have what I've only been dreaming about

Everybody wants something, gotta want something
What are you living for?
Everybody needs something, fighting for something
I know what you're fighting for, 'cause we all...

We all want someone there to hold
We just want somebody
We all wanna be somebody's one and only
We all wanna be warm when it’s cold
Yeah, yeah, yeah
No one wants to be left scared and lonely

We all, we all, we all, we all, we all
We all want the same thing
We all, we all, we all, we all, we all
We all want the same thing
We all, we all, we all, we all, we all
We all want the same thing
Everybody wants something, gotta want something
Yeah, yeah, we all want love

Yeah, yeah, we all want love",2012-11-01,"November 1, 2012",We All Want Love by Rihanna,False,https://images.genius.com/1e017a217bfd1ce7b2aaf8c0a0dce722.300x300x1.jpg,https://images.genius.com/1e017a217bfd1ce7b2aaf8c0a0dce722.1000x1000x1.jpg,complete,https://images.genius.com/1e017a217bfd1ce7b2aaf8c0a0dce722.300x300x1.jpg,https://images.genius.com/1e017a217bfd1ce7b2aaf8c0a0dce722.1000x1000x1.jpg,We All Want Love,We All Want Love,[],Rihanna,89
"Here's a little story I've gotta tell
'Bout this boy I know so well
Back in the day was cool and all
Fell in love, I fell in love
Thought he was the one for me
Other boys I could not see
And look what happened to our love
I'm like how could it be?

It shoulda been me and you
It coulda been you and me
But boy, you broke my heart and now I'm standing there
It shoulda been me and you
It coulda been you and me
Now all I got are these photographs

All I've got, all I've got
All I've got are these photographs
All I've got, all I've got
Is nothing without you, you, you
Got nothing without you, you, you
Got nothing without you

Now baby, it's killing me
I'm saying it's killing me
The fact that you ain't around
Baby, I'm falling down
I need me a remedy
Been looking for remedies
I need you to be around
Baby, I'm hurting now
I know you're a better man
When I was your girl
This land is a better land
When you're in my world
Today will be better, babe
If it were like yesterday
So happy and lovely
Hey, hey, hey

All I've got, all I've got
All I've got are these photographs
All I've got, all I've got
Is nothing without you, you, you
Got nothing without you, you, you
Got nothing without you

All I've got are these photographs
I remember when I used to make you laugh
I don't wanna be stuck in the past
But you're all that I have, that I had
And I don't wanna lose what we built this far
This is me and you, you're my superstar
I'd give anything, baby here's my heart
My heart, my heart

My heart don't stop, my heart be beating over
My loving never stop, even though that it's over
Girl, I've been reminiscing when I play that Casanova
Way back when we was kissing on your grandmama's sofa
Girl, I got us lovey-dovey on my photo album
I got them pictures back when I was rocking Calvin Klein
You had your Guess jeans on, looking sexy, oh no
Girl, why could it not be the one?

Why? Why? Why?
Why couldn't I be the one?
(Why? Why? Why?)
Why couldn't you be the one?
(Why? Why? Why?)
Why couldn't you be the one?
(Why? Why? Why?)

All I've got, all I've got
Is nothing without you
All I've got, all I've got
Is nothing without you, you, you
Is nothing without you, you, you
Is nothing without you

All I've got, is nothing without
All I've got, is nothing without
All I've got, all I've got are these photographs",2009-11-20,"November 20, 2009",Photographs by Rihanna (Ft. ​will.i.am),False,https://images.genius.com/879ef8ab5f99fb7a7331624bca8cd1d6.300x300x1.jpg,https://images.genius.com/879ef8ab5f99fb7a7331624bca8cd1d6.1000x1000x1.jpg,complete,https://images.genius.com/879ef8ab5f99fb7a7331624bca8cd1d6.300x300x1.jpg,https://images.genius.com/879ef8ab5f99fb7a7331624bca8cd1d6.1000x1000x1.jpg,Photographs,Photographs (Ft. ​will.i.am),"[{'api_path': '/artists/713', 'header_image_url': 'https://images.genius.com/5fc27cccefca33010389f8f80fd29edb.892x892x1.jpg', 'id': 713, 'image_url': 'https://images.genius.com/5fc27cccefca33010389f8f80fd29edb.892x892x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': '\u200bwill.i.am', 'url': 'https://genius.com/artists/William', 'iq': 1318}]",Rihanna,89
"I like it, like it
I like it, like it
I like it, like it
I, I like it, like it
I like it, like it
I like it, like it
I like it, like it
Na na na come on (I like it, like it)
Na na na, come on (I, I like it, like it)
Na na na na come on (I like it, like it)
Na na na, come on, come on, come on
Na na na na na

Feels so good being bad
There's no way I'm turning back
Now the pain is my pleasure
'Cause nothing could measure
Love is great, love is fine
Out the box, out of line
The affliction of the feeling, leaves me wanting more

'Cause I may be bad, but I'm perfectly good at it
Sex in the air, I don't care, I love the smell of it
Sticks and stones may break my bones
But chains and whips excite me
'Cause I may be bad, but I'm perfectly good at it
Sex in the air, I don't care, I love the smell of it
Sticks and stones may break my bones
But chains and whips excite me

Na na na, come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it

Hey, you know they say pain is pleasure
Turn it up when you play this shit
One time for my latest girl
You can be one of my greatest hits
Tired of rapping ’bout chains and whips
Do you like to get chained and whipped?
Do you like rough sex? Hit 'em like I’m upset
Do they get your panties wet?
Le-le-let's go, you rockin' with Cole, it's the best flow
Put the game on lock while those lame-os watch
I'm on fire, they are not, I kick down the door, they all knock
Bitch, I’m a boss, they on a clock
You used to be a good girl, don’t matter
Since you gone bad, you only got badder
Sticks and stones may break my bones but chains and whips excite me
Just one night full of sin
Feel the pain on your skin
Tough, I don't scream mercy
It's your time to hurt me yeah
If I'm bad tie me down
Shut me up, gag and bound me
'Cause the pain is my pleasure, nothing comes better
Yeah

'Cause I may be bad, but I'm perfectly good at it
Sex in the air, I don't care, I love the smell of it
Sticks and stones may break my bones
But chains and whips excite me

Na na na, come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it

S, S, S and
M, M, M
S, S, S and
M, M, M

Oh, I love the feeling you bring to me
Oh, you turn me on
It's exactly what, I've been yearning for give it to me strong

And meet me in my boudoir
Make my body say ah, ah, ah
I like it, like it

'Cause I may be bad, but I'm perfectly good at it
Sex in the air, I don't care, I love the smell of it
Sticks and stones may break my bones
But chains and whips excite me

'Cause I may be bad, but I'm perfectly good at it
Sex in the air, I don't care, I love the smell of it
Sticks and stones may break my bones
But chains and whips excite me

Na na na, come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it
Come on, come on, come on
I like it, like it

S, S, S, and
M, M, M
S, S, S and
M, M, M
S, S, S and
M, M, M
S, S, S and
M, M, M",,2010,S&M (J. Cole Remix) by Rihanna (Ft. J. Cole),False,https://images.genius.com/84d5abaa373fb1209bb955e4ff146a96.300x300x1.jpg,https://images.genius.com/84d5abaa373fb1209bb955e4ff146a96.640x640x1.jpg,complete,https://images.genius.com/84d5abaa373fb1209bb955e4ff146a96.300x300x1.jpg,https://images.genius.com/84d5abaa373fb1209bb955e4ff146a96.640x640x1.jpg,S&M (J. Cole Remix),S&M (J. Cole Remix) (Ft. J. Cole),"[{'api_path': '/artists/69', 'header_image_url': 'https://images.genius.com/4774fb3a96019788b1f5dbb6ebacdd88.1000x279x1.jpg', 'id': 69, 'image_url': 'https://images.genius.com/034c70a439a2b0c4c13b8b346b560111.999x999x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'J. Cole', 'url': 'https://genius.com/artists/J-cole', 'iq': 355}]",Rihanna,89
"And you got me like, ""Oh...""
You love when I fall apart
So you can put me together and throw me against the wall
Baby you got me like i-i-i-i-i-i-i-i-i-hiii, i-i-i-i-i-i-i-i-i-hiii
Don't you stop loving me
Don't quit loving me
Just start loving me

Must be love
Must be love
Must be love
Must be love
Must be love on the brain, yeah

And it keeps cursing my name
No matter what I do
I’m no good without you
And I can’t get enough
Must be love on the..... brain
Baby keep loving me
Just love me
Yeah, just love me
All you need to do is love me, yeah
Got me like, ah-ha-ha-owww
Ah-ha-ha-owww
Got me like, ah-ha-ha-owww
Ah-ha-ha-owww
Baby like ah-ha-ha-owww
Ah-ha-ha-owww
Baby like, ah-ha-ha-owww
Ah-ha-ha-owww
Don't you stop loving me
Don't quit loving me
Just start loving me
Baby you got me like, ooh
You love when I fall apart
So you can put me together and throw me against the wall
Baby, you got me like ah-ha-ha-owww
Ah-ha-ha, ooh
Don't you stop loving me
Don't quit loving me
Just start loving me

Must be love
Must be love
Must be love
Must be love
Must be love on the brain, yeah",2016-10-17,"October 17, 2016",Love on the Brain (Gigamesh Remix) by Rihanna,False,https://images.genius.com/1a37f980c5b0202242dc8c306c1e8446.300x300x1.jpg,https://images.genius.com/1a37f980c5b0202242dc8c306c1e8446.1000x1000x1.jpg,complete,https://images.genius.com/1a37f980c5b0202242dc8c306c1e8446.300x300x1.jpg,https://images.genius.com/1a37f980c5b0202242dc8c306c1e8446.1000x1000x1.jpg,Love on the Brain (Gigamesh Remix),Love on the Brain (Gigamesh Remix),[],Rihanna,89
"Yeah
Yeah

So give it to me like I want it
This is for your eyes only
Roc me out, back and forth
Roc me out, on the floor
Give it to me like I need it
You know how to make me feel it
Roc me out, more and more
Roc me out, on the floor

Come over boy, I'm so ready
You're taking too long to get my head on the ground
And my feet in the clouds, oh oh
I'm so clean, feeling so dirty
Come right now, you better hurry
Before you miss out, and I finish it off
Oh, yeah

I've been a bad girl, daddy
Won't you come get me?

So give it to me like I want it
This is for your eyes only
Roc me out, back and forth
Roc me out, on the floor
Give it to me like I need it
You know how to make me feel it
Roc me out, more and more
Roc me out, on the floor

Keep it up for me, you can do it
Put your hands on me, watch me lose it
Boy, blew it out, like it's the only way out
I'll show you my dirty secrets
We'll hush up boy, don't just speak it
Whatever we do, it's between me and you

I've been a bad girl, daddy
Won't you come get me?

So give it to me like I want it
This is for your eyes only
Roc me out, back and forth
Roc me out, on the floor
Give it to me like I need it
You know how to make me feel it
Roc me out, more and more
Roc me out, on the floor

It's gonna different tonight
The best time in your life
I just want you to know, baby
Take a peek at the girl I hide
I'll let you in on a dirty secret
I just wanna be loved

So give it to me like I want it
This is for your eyes only
Roc me out, back and forth
Roc me out, on the floor
Give it to me like I need it
You know how to make me feel it
Roc me out, more and more
Roc me out, on the floor

Yeah, yeah, yeah, yeah, yeah",2011-11-01,"November 1, 2011",Roc Me Out by Rihanna,False,https://images.genius.com/1e017a217bfd1ce7b2aaf8c0a0dce722.300x300x1.jpg,https://images.genius.com/1e017a217bfd1ce7b2aaf8c0a0dce722.1000x1000x1.jpg,complete,https://images.genius.com/1e017a217bfd1ce7b2aaf8c0a0dce722.300x300x1.jpg,https://images.genius.com/1e017a217bfd1ce7b2aaf8c0a0dce722.1000x1000x1.jpg,Roc Me Out,Roc Me Out,[],Rihanna,89
"I don't know who you think I am
I don't know who you think I am
I don't know who you think I am
I don't know who you think I am

He been gone (gone) since 3:30 (3:30)
Been coming home lately at 3:30 (3:30)
I'm super cool, I've been a fool
But now I'm hot, and baby, you gon' get it
Now I ain't tripping, I ain't twisted
I ain't demented, well, just a lil' bit
I'm kickin' asses, I'm taking names
I'm on flame, don't come home, babe

I'm breakin' dishes up in here, all night (Uh-huh)
I ain't gon' stop until I see police lights (Uh-huh)
I'ma fight a man tonight, I'ma fight a man tonight
I'ma fight a man, a man, a man
A man, a man, a man, oh

I'm still waiting, come through the door
I'm killing time, you know, bleaching your clothes
I'm roasting marshmallows on the fire
And what I'm burning is your attire
I'm getting restless, I'm getting tested
And I can't believe he's always out every night and never checks in
Is he cheating? Man, I don't know
I'm looking 'round for something else to throw

I'm breakin' dishes up in here, all night (Uh-huh)
I ain't gon' stop until I see police lights (Uh-huh)
I'ma fight a man tonight, I'ma fight a man tonight
I'ma fight a man, a man, a man
A man, a man, a man, oh

I don't know who you think I am (I am, I am, I am, I am)
(I don't know who you think I am)
But I really don't give a damn right now
If you don't come, I'ma huff and puff and blow this, blow this, oh
Blow this, blow this, I'ma blow this, blow this, oh
Blow this, blow this, I'ma blow this, blow this, oh
Blow this house, house down
Dishes, breakin' dishes, breakin' dishes

I'm breakin' dishes up in here, all night (Uh-huh)
I ain't gon' stop until I see police lights (Uh-huh)
I'ma fight a man tonight, I'ma fight a man tonight
I'ma fight a man, a man, a man
A man, a man, a man
A man, a man, a man

Breakin', breakin', breakin', breakin'
(Dishes, dishes, dishes)
Breakin', breakin', breakin', breakin'
(Dishes, dishes, dishes)
Breakin', breakin', breakin', breakin'
(Dishes, dishes, dishes)
Breakin', breakin', breakin', breakin'
(Dishes, dishes, dishes)",2007-05-31,"May 31, 2007",Breakin' Dishes by Rihanna,False,https://images.genius.com/dabed3ab4ac63f01b11ce21e95e5c5db.300x297x1.jpg,https://images.genius.com/dabed3ab4ac63f01b11ce21e95e5c5db.1000x989x1.jpg,complete,https://images.genius.com/dabed3ab4ac63f01b11ce21e95e5c5db.300x297x1.jpg,https://images.genius.com/dabed3ab4ac63f01b11ce21e95e5c5db.1000x989x1.jpg,Breakin’ Dishes,Breakin' Dishes,[],Rihanna,89
"I was picking up your clothes in the closet (closet)
I was about to throw your jeans in the washer (washer)
'Till I saw a piece of paper saying Tasha (Tasha)
I gotta say I found this a bit shockin (shockin)
It's on receipts here to tell you went shopping (shoppin)
You bought some Nike shoes, but why you buying stockings?

Boy how could you lie to me? Thought you would die for me
I'm not accepting another apology
After 3 years, I'mma let it go
I ain't standin' around crying no more
Got your bags packed sitting by the door
I'mma leave your heart broken on the floor

You're gonna be in the emergency room
I'm standing by your bed
And so tempted to pull out your I.V
You're gonna be in the emergency room
I'm fighting with myself
I can't hurt you even though you hurt me
You're gonna be in the emergency room
Tryin to call a nurse but nobody can help you now
Let me see you try to live without me
Now where's your heartbeat? Flat line on the EKG

Well, I was home late at night watching TV
Got a call from my girl saying ""RiRi
Saw your man in the club I thought he was out of town doing business
Said that he'd be back in three weeks?""
And now I'm mad, sitting in the kitchen getting sad
Looking at your pictures

Boy, How could you lie to me
Thought you would die for me
I'm not accepting another apology
After 3 years, Ima let it go
Can't standing around crying no more
Got your bags packed sitting by the door
I'mma leave your heart broken on the floor

You're gonna be in the emergency room
I'm standing by your bed
And so tempted to pull out your I.V
You're gonna be in the emergency room
I'm fighting with myself
I can't hurt you even though you hurt me
You're gonna be in the emergency room
Tryin to call a nurse but nobody can help you now
Let me see you try to live without me
Now where's your heartbeat? Flat line on the EKG

I did you wrong, girl
Had a bunch of numbers in my phone, girl (I did)
But we been in this relationship too long, girl
For you to be listenin' to your silly home girls
Better go on, girl
Now baby think about it (think about it)
Everything we do they gonna read about it (read about it)
Put it on a radio and TV outlet
Do you want to see your picture in that paper?
You know them haters
You hear that 808, the drum
That's my heart beat, I'm going numb
I said Rihanna, I'm feeling stressed
I'm going under cardiac arrest

You're gonna be in the emergency room
I'm standing by your bed
And so tempted to pull out your I.V
You're gonna be in the emergency room
I'm fighting with myself
I can't hurt you even though you hurt me
You're gonna be in the emergency room
Tryin to call a nurse but nobody can help you now
Let me see you try to live without me
Now where's your heartbeat? Flat line on the EKG",,December 2008,Emergency Room [Demo] by Rihanna (Ft. Mario),False,https://images.genius.com/a1dcf8b7c897ed90ae18f0dc1d07dac1.300x300x1.jpg,https://images.genius.com/a1dcf8b7c897ed90ae18f0dc1d07dac1.500x500x1.jpg,complete,https://images.genius.com/a1dcf8b7c897ed90ae18f0dc1d07dac1.300x300x1.jpg,https://images.genius.com/a1dcf8b7c897ed90ae18f0dc1d07dac1.500x500x1.jpg,Emergency Room [Demo],Emergency Room [Demo] (Ft. Mario),"[{'api_path': '/artists/282', 'header_image_url': 'https://images.genius.com/110cb3a0f9be82c63fe4647627ef5580.1000x667x1.jpg', 'id': 282, 'image_url': 'https://images.genius.com/e0cce770e0b82a8fda54cb75d7e88e81.600x600x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Mario', 'url': 'https://genius.com/artists/Mario', 'iq': 100}]",Rihanna,89
"What's up?
I know we haven't spoken for a while
But I was thinkin' 'bout you
And it kinda made me smile
So many things to say
And I'll put 'em in a letter
Thought it might be easier
The words might come out better
How's your mother? hHw's your little brother?
Does he still look just like you?
So many things I wanna know the answers to
Wish I could press rewind
And rewrite every line to the story of me and you

Don't you know I've tried and I've tried to get you out my mind?
But it don't get no better, as each day goes by
And I'm lost and confused, I've got nothin' to lose
Hope to hear from you soon
P.S., I'm still not over you
Still not over you

Excuse me, I really didn't mean to ramble on
But there's a lot of feelings that remain since you've been gone
I guess you thought that I would put it all behind me
But it seems there's always somethin' right there to remind me
Like a silly joke, or something on the TV
Boy, it ain't easy
When I hear our song, I get that same old feeling
Wish I could press rewind, turn back the hands of time
And I shouldn't be telling you

Don't you know I've tried and I've tried to get you out my mind?
But it don't get no better, as each day goes by
And I'm lost and confused, I've got nothin' to lose
Hope to hear from you soon
P.S., I'm still not over you
Still not over you

Did you know I kept all of your pictures?
Don't have the strength to part with them yet, oh no
Tried to erase the way your kisses taste
But some things a girl can never forget

Don't you know I've tried and I've tried to get you out my mind?
But it don't get no better, as each day goes by
And I'm lost and confused, I've got nothin' to lose
Hope to hear from you soon
P.S., I'm still not over you
Still not over you
Oh, I tried to forget you
Don't you know I've tried and I've tried to get you out my mind?
But it don't get no better, as each day goes by
And I'm lost and confused, I've got nothin' to lose",2006-04-10,"April 10, 2006",P.S. (I'm Still Not Over You) by Rihanna,False,https://images.genius.com/4c912f7e65505195f3d580144b6690cc.300x300x1.jpg,https://images.genius.com/4c912f7e65505195f3d580144b6690cc.1000x1000x1.jpg,complete,https://images.genius.com/4c912f7e65505195f3d580144b6690cc.300x300x1.jpg,https://images.genius.com/4c912f7e65505195f3d580144b6690cc.1000x1000x1.jpg,P.S. (I’m Still Not Over You),P.S. (I'm Still Not Over You),[],Rihanna,89
"Take off my shirt
Loosen the buttons and undo my skirt
Stare at myself in the mirror
Pick me apart piece by piece
Sorrow decreased, pressure released
I put in work, did more than called upon
More than deserved
When it was over, did I wind up hurt? (Yes)
But it taught me
Before a decision, ask this question first

Who am I living for?
Is this my limit?
Can I endure some more?
Chances I'm given, question existing
Who am I living for?
Is this my limit?
Can I endure some more?
Chances I'm given, question existing

Take off my cool (Take off my cool)
Show them that under here, I'm just like you
Do the mistakes I've made make me a fool?
Or a human with flaws?
Admit that I'm lost, round of applause (Round of applause)
Take the abuse
Sometimes, it feels like they want me to lose (Want me to lose)
It's entertainment; is that an excuse? (No)
But the question that lingers whether win or lose, is

Who am I living for?
Is this my limit?
Can I endure some more?
Chances I'm given, question existing
Who am I living for?
Is this my limit?
Can I endure some more?
Chances I'm given, question existing

Dear Diary, it's Robyn
Entertaining is something I do for a living
This is not who I am
I'd like to think that I'm pretty normal
I laugh (Haha), I get mad, I hurt
I think guys suck sometimes
But when you're in the spotlight, everything seems good
Ooh, yeah
Sometimes I feel like I have it worst
'Cause I have to always keep my guard up
I don't know who to trust
I don't know who wants to date me for who I am
Or who wants to be my friend for who I really am

Who am I living for?
Is this my limit?
Can I endure some more?
Chances I'm given, question existing
Who am I living for?
Is this my limit?
Can I endure some more?
Chances I'm given, question existing",2007-05-31,"May 31, 2007",Question Existing by Rihanna,False,https://images.genius.com/dabed3ab4ac63f01b11ce21e95e5c5db.300x297x1.jpg,https://images.genius.com/dabed3ab4ac63f01b11ce21e95e5c5db.1000x989x1.jpg,complete,https://images.genius.com/dabed3ab4ac63f01b11ce21e95e5c5db.300x297x1.jpg,https://images.genius.com/dabed3ab4ac63f01b11ce21e95e5c5db.1000x989x1.jpg,Question Existing,Question Existing,[],Rihanna,89
"That's how much I love you
That's how much I need you

And I can't stand you
Must everything you do make me wanna smile
Can I not like you for awhile?
But you won't let me
You upset me girl
And then you kiss my lips
All of a sudden I forget
Can't remember what you did
But I hate it...
You know exactly what to do
So that I can't stay mad at you
For too long that's wrong
But I hate it
You know exactly how to touch
So that I don't want to fuss and fight no more
Said I despise that I adore you

And I hate how much I love you boy (yeah)
I can't stand how much I need you (I need you)
And I hate how much I love you boy (oh whoa)
But I just can't let you go
And I hate that I love you so (oh)

You completely know the power that you have (power that you have)
The only one makes me laugh (one makes me laugh)
Said it's not fair
How you take advantage of the fact
That I...
Love you beyond the reason why
And it just ain't right

And I hate how much I love you girl (oooh)
I can't stand how much I need you (yeah)
And I hate how much I love you girl (yeah)
But I just can't let you go (oooh)
But I hate that I love you so

One of these days maybe your magic won't affect me (hmm)
And your kiss won't make me weak
But no one in this world knows me the way you know me
So you'll probably always have a spell on me
Yeah
Oh, oh, oh
Yeah, yeah, yeah, yeah, yeah, yeah

That's how much I love you
As much as I need you
How much I need you
How much I love you
That's how much I love you
Oh, I need you
That's how much I need you
I need you
And I hate that I love you so
And I hate how much I love you boy
I can't stand how much I need you
(I can't stand how much I need you)
And I hate how much I love you boy
But I just can't let you go
(But I just can't let you go no)
And I hate that I love you so (Ohhh)
And I hate that I love you so so",2009-01-27,"January 27, 2009",Hate That I Love You (K-Klassic) by Rihanna (Ft. Ne-Yo),False,https://images.genius.com/1dc8ed944d180aae0f231b864d271f2e.300x300x1.jpg,https://images.genius.com/1dc8ed944d180aae0f231b864d271f2e.600x600x1.jpg,complete,https://images.genius.com/1dc8ed944d180aae0f231b864d271f2e.300x300x1.jpg,https://images.genius.com/1dc8ed944d180aae0f231b864d271f2e.600x600x1.jpg,Hate That I Love You (K-Klassic),Hate That I Love You (K-Klassic) (Ft. Ne-Yo),"[{'api_path': '/artists/375', 'header_image_url': 'https://images.genius.com/ed9f6acbd575d4aed5a7e892fe55e8bd.780x440x1.jpg', 'id': 375, 'image_url': 'https://images.genius.com/fc40344c8046c66aca1f3e51bbc1c7f2.744x744x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Ne-Yo', 'url': 'https://genius.com/artists/Ne-yo', 'iq': 2713}]",Rihanna,89
"Everywhere is still
Everything is restless in my heart
I hate the way this feels
Suddenly I'm scared to be apart
The days are dark when you're not around
The air is getting hard to breath
I wish that you would just put me down
I wish that I could go to sleep

Loving you is suicide
I don't know should I go or should I stay
I'm trynna keep myself alive
Knowing there is a chance it's all too late
But I heard you say you loved me
That's the part I can't forget
And I wish that you come save me
Cause I'm standing over the edge..

I should let you go..
Tell my self the thinks I need to hear
But my brain is wired wrong
That's why I'm loving you when you're not here
Feels like I drown in your every word
And every breath that's in between
Somehow you get me where it really hurts
Its killing every part of me

Loving you is suicide..
And my world's about to break....
And I...
Had as much as I can take
And love is a long way down
Loving you is suicide
And its getting harder everyday..
I'm trynna to keep myself alive..
Knowing there's  a chance it s all too late
And I'm way past every moment
But I'm still determined to fight
And I know it's taking all my strength
To give the emotions alive
Loving you is suicide...",,2007,Suicide [Demo] by Rihanna,False,https://images.genius.com/8856725837a6157e574488f78d2804a2.300x300x1.jpg,https://images.genius.com/8856725837a6157e574488f78d2804a2.960x960x1.jpg,complete,https://images.genius.com/8856725837a6157e574488f78d2804a2.300x300x1.jpg,https://images.genius.com/8856725837a6157e574488f78d2804a2.960x960x1.jpg,Suicide [Demo],Suicide [Demo],[],Rihanna,89
