,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,name_album,name_track
0,Michael Jackson,0.2491762043961884,0.723728913184036,0.28006063144377763,0.6901767545631139,0.03577798942483262,0.5478559176672387,0.20273337145035247,0.26492320433622324,0.6641509433962264,0.0742999213836478,0.5475562736511828,0.7939622641509465,0.6145148247978436,,
1861,Eminem,0.05845070422535211,0.9761163032191069,0.2562480292972654,0.6452599388379205,4.07258064516129e-05,0.7272727272727273,0.2838383838383839,0.13507842941352785,1.0,0.04864583333333333,0.5782921210846771,0.8,0.9816326530612245,Encore,Just Lose It
