,artist,name_track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,The Beatles,Yesterday,0.871,0.401,125320.0,0.189,0.0,0.0,0.0968,11.685,1.0,0.0287,94.509,4.0,0.35700000000000004
1,Frank Sinatra,Yesterday,0.5845070422535211,0.22533748701973003,0.24668561289112653,0.26299694189602446,1.592741935483871e-05,0.0,0.11212121212121212,0.4434675458753789,1.0,0.03760416666666667,0.6184465833819215,0.8,0.06755102040816326
2,Frank Sinatra,Something,0.399,0.141,283493.0,0.209,0.000407,2.0,0.108,17.003999999999998,1.0,0.0408,64.556,4.0,0.0634
3,The Beatles,Something,0.302,0.449,181413.0,0.375,2.41e-06,0.0,0.14400000000000002,9.825000000000001,1.0,0.0286,133.845,4.0,0.466
4,The Beatles,,0.41703161995192306,0.5402137019230769,163777.50721153847,0.5015134615384612,0.07318503858173073,4.641826923076923,0.25601081730769254,11.550146634615377,0.7836538461538461,0.10621610576923074,120.06932211538454,3.858173076923077,0.6084521634615389
5,Frank Sinatra,,0.7402151898734174,0.41096962025316447,193973.23037974685,0.35777341772151877,0.02317561055696202,4.9012658227848105,0.5051374683544302,13.827729113924047,0.7746835443037975,0.11776658227848105,111.99838734177233,3.7620253164556963,0.42590683544303815
