,name_track,duration_ms,explicit,artists_track,artists_track_uri,featuring,track_number,disc_number,name_album,artists_album,total_tracks,uri_track,uri_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
226,The Girl Is Mine 2008 with will.i.am (with will.i.am) - Thriller 25th Anniversary Remix,190253,False,"['Michael Jackson', 'will.i.am']","['spotify:artist:3fMbdgg4jU18AjLCKBhRSm', 'spotify:artist:085pc2PYOi8bGKj0PNjekA']",True,11,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:3P5LP0QEswwTGJSlESoeB5,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.77,0.747,1,-6.626,1,0.135,0.0443,0.0,0.0864,0.926,96.001,4
227,P.Y.T. (Pretty Young Thing) 2008 with will.i.am (with will.i.am) - Thriller 25th Anniversary Remix feat. willi.i.am,261133,False,"['Michael Jackson', 'will.i.am']","['spotify:artist:3fMbdgg4jU18AjLCKBhRSm', 'spotify:artist:085pc2PYOi8bGKj0PNjekA']",True,12,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:4tYeov7pG1Hk1xaRP94Io5,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.827,0.805,1,-7.042,1,0.0914,0.0216,2.27e-05,0.195,0.674,109.348,4
228,Wanna Be Startin' Somethin' 2008 with Akon (with Akon) - Thriller 25th Anniversary Remix,254120,False,"['Michael Jackson', 'Akon', 'Mark ""Exit"" Goodchild']","['spotify:artist:3fMbdgg4jU18AjLCKBhRSm', 'spotify:artist:0z4gvV4rjIZ9wHck67ucSV', 'spotify:artist:1SuG5iUNABfgum7OpWYvFi']",True,13,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:15A3uqmUTxJ1KJGfAdiywb,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.82,0.952,5,-4.778,1,0.0723,0.117,0.000258,0.106,0.36,121.949,4
229,Beat It 2008 (with Fergie) - Thriller 25th Anniversary Remix feat. Fergie,251186,False,"['Michael Jackson', 'Fergie', 'will.i.am']","['spotify:artist:3fMbdgg4jU18AjLCKBhRSm', 'spotify:artist:3r17AfJCCUqC9Lf0OAc73G', 'spotify:artist:085pc2PYOi8bGKj0PNjekA']",True,14,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:4WOd40p1zhy3cWL0Eh4yAy,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.829,0.683,10,-6.037,0,0.0576,0.00597,0.0,0.185,0.633,138.013,4
230,Billie Jean 2008 Kanye West Mix (feat. Kanye West) - Thriller 25th Anniversary Remix,275933,False,"['Michael Jackson', 'Kanye West']","['spotify:artist:3fMbdgg4jU18AjLCKBhRSm', 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x']",True,15,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:17bgTUPOnLLVavmeS2Pc0B,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.713,0.822,1,-6.631,1,0.0346,0.00948,0.000781,0.223,0.257,101.986,4
231,For All Time,243853,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,16,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:4NYi8J4w2AuI9qyv5bY2Nt,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.651,0.493,0,-8.581,1,0.041,0.291,0.0,0.0872,0.496,84.966,4
232,Voice-Over Intro Quincy Jones Interview #1 / Quincy Jones Interview #1,137893,False,['Quincy Jones'],['spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK'],False,17,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:3Xq33ThZ4gEje8gdVm85Ve,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.723,0.321,9,-14.935,0,0.897,0.983,0.0,0.486,0.608,116.78,3
233,Someone in the Dark,288426,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,18,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:2CxNfpTOTaThbGNGTmQ9Xg,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.231,0.273,0,-11.584,1,0.031,0.748,1.72e-05,0.145,0.118,101.984,3
234,Voice-Over Intro Quincy Jones Interview #2/Quincy Jones Interview #2 / Voice-Over Intro Billie Jean (Demo),124066,False,['Quincy Jones'],['spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK'],False,19,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:5hYxcTFDceQRd9jQKn6N6T,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.683,0.329,11,-15.209,0,0.953,0.981,0.0,0.335,0.63,85.062,4
235,Billie Jean (Home Demo from 1981),140040,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,20,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:0FsyTSZ4Ghi1SpKJvJfJnZ,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.953,0.441,6,-8.462,0,0.0434,0.0681,0.000111,0.0635,0.52,114.979,4
236,Quincy Jones Interview #3,190066,False,['Quincy Jones'],['spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK'],False,21,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:08T3XRWA3rTjOAu682I80g,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.675,0.268,9,-17.569,0,0.933,0.986,0.0,0.219,0.492,96.876,3
237,Voice-Over Intro Rod Temperton Interview #1 / Rod Temperton Interview #1,242800,False,['Rod Temperton'],['spotify:artist:0HXtkeTuIrpcFWhWgZ8jNn'],False,22,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:443n9T3L7lbvnwtwtkC7vl,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.735,0.256,6,-14.822,1,0.925,0.439,0.0,0.423,0.641,71.944,4
238,Quincy Jones Interview #4,92466,False,['Quincy Jones'],['spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK'],False,23,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:56omgpLsxvyalOj6o1HWDP,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.652,0.311,0,-16.512,1,0.926,0.984,1.05e-06,0.223,0.567,81.659,3
239,Voice-Over Intro / Voice-Over Session from Thriller,172360,False,"['Michael Jackson', 'Rod Temperton', 'Vincent Price']","['spotify:artist:3fMbdgg4jU18AjLCKBhRSm', 'spotify:artist:0HXtkeTuIrpcFWhWgZ8jNn', 'spotify:artist:0jxakJi6yyeNIZ3yp8nEgf']",True,24,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:51PXL2lCvWSN41KhOcVdBE,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.528,0.453,1,-18.484,1,0.96,0.279,0.0,0.593,0.436,75.676,4
240,Voice-Over Intro Rod Temperton Interview #2 / Rod Temperton Interview #2,115760,False,['Rod Temperton'],['spotify:artist:0HXtkeTuIrpcFWhWgZ8jNn'],False,25,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:1xU5NiN3ZKUa3J3S93aYd5,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.619,0.227,10,-17.923,0,0.95,0.718,0.0,0.624,0.647,181.398,3
241,Quincy Jones Interview #5,121560,False,['Quincy Jones'],['spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK'],False,26,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:5UkQojZQHZntZHe2WoLo0n,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.721,0.244,11,-17.839,0,0.919,0.987,3.7e-06,0.462,0.588,107.009,5
242,Carousel,109360,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,27,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:6MCFKOiRbDppSzOFKvHlnk,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.726,0.611,2,-7.507,0,0.113,0.282,0.0,0.264,0.555,159.228,4
243,Voice-Over Intro Quincy Jones Interview #6 / Quincy Jones Interview #6,77693,False,['Quincy Jones'],['spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK'],False,28,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:5jT0aOxgDOfW8naiT2YegG,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.756,0.308,11,-13.703,0,0.931,0.981,3.74e-06,0.321,0.75,97.155,4
244,Billie Jean - Underground Mix,400226,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,29,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:6m9V5QOltZ8At8vIAayTnq,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.808,0.816,4,-5.963,1,0.0506,3.75e-05,0.876,0.0285,0.605,118.959,4
245,Thriller - Instrumental,357840,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,30,1,Thriller 25 Super Deluxe Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",30,spotify:track:3yYt5HIf99u6lsinB95Ku8,spotify:album:1C2h7mLntPSeVYciMRTF4a,0.744,0.852,11,-5.306,1,0.0445,0.0222,0.0891,0.94,0.75,118.126,4
246,Don't Stop 'Til You Get Enough - Single Version,365466,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,1,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,4
247,Rock with You - Single Version,220626,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,2,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:7oOOI85fVQvVnK5ynNMdW7,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4
248,Workin' Day and Night,313693,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,3,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:6BdiFsPMPkSEEO4fFXFVWX,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.907,0.875,7,-11.001,1,0.0635,0.0461,0.00349,0.13,0.865,129.797,4
249,Get on the Floor,277640,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,4,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:78XG7U0UueeC86XpzF9O7f,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.809,0.892,0,-11.443,1,0.0437,0.0629,0.344,0.0334,0.89,124.435,4
250,Off the Wall,246000,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,5,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:3zYpRGnnoegSpt3SguSo3W,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.827,0.595,3,-13.909,0,0.0565,0.182,0.0,0.0785,0.921,118.741,4
251,Girlfriend,184933,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,6,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:1nCV2d1RAch7t2kRmwet5N,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.883,0.4,6,-14.882,0,0.0498,0.4,1.33e-05,0.0756,0.905,102.767,4
252,She's Out of My Life - Single Version,218266,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,7,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:6NGsHLZYGVAkXTFr75WWnn,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.293,0.0348,4,-23.92,1,0.0414,0.962,0.000212,0.105,0.101,130.959,4
253,I Can't Help It,269333,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,8,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:1HibhNhwk2tljwC4BGGLXV,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.684,0.394,5,-19.075,0,0.0908,0.704,5.76e-06,0.178,0.429,100.068,4
254,It's the Falling in Love,227866,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,9,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:0CeE7kE8zAnfKIVpdmOaJl,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.794,0.551,0,-14.607,1,0.0498,0.206,1.01e-05,0.289,0.91,105.547,4
255,Burn This Disco Out,221026,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,10,1,Off the Wall,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:6aCs8gCrp4yrwvw7ylhau2,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,0.847,0.709,1,-11.343,1,0.0335,0.213,0.000252,0.0473,0.961,116.458,4
256,We're Almost There,222400,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,1,1,Forever Michael,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:271PfBUXOXoQCcBgvxTqSF,spotify:album:3dZ91ooVpNEdukDWuNzbpZ,0.569,0.673,11,-12.955,1,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4
257,Take Me Back,204400,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,2,1,Forever Michael,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:5c52g1CsyGTVaBktoGz5Rm,spotify:album:3dZ91ooVpNEdukDWuNzbpZ,0.682,0.643,8,-13.87,1,0.0342,0.296,0.00225,0.328,0.856,99.702,4
258,One Day In Your Life,255493,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,3,1,Forever Michael,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:77fMGCDb1e3KEd060YEpyS,spotify:album:3dZ91ooVpNEdukDWuNzbpZ,0.307,0.354,4,-15.855,1,0.0323,0.627,0.0102,0.21,0.239,81.562,4
259,Cinderella Stay Awhile,188600,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,4,1,Forever Michael,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:1bsCacKN3Tvfjkfs93ITtU,spotify:album:3dZ91ooVpNEdukDWuNzbpZ,0.702,0.434,7,-14.962,1,0.0464,0.361,0.000417,0.294,0.785,130.06,4
260,We've Got Forever,190906,False,['Michael Jackson'],['spotify:artist:3fMbdgg4jU18AjLCKBhRSm'],False,5,1,Forever Michael,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",10,spotify:track:0q7poNbClOWHtByN3r46Bg,spotify:album:3dZ91ooVpNEdukDWuNzbpZ,0.453,0.614,10,-14.469,1,0.0874,0.418,0.00155,0.256,0.657,174.165,4
